N,ID,縣市,鄉鎮市區,路名,郵遞區號,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積
123,PU-124,新北市,永和區,文化路,234,-0.1613988898677801,5,4,4,2,1,1,43.66666666666666,-0.972187327005006,-0.8193256863726953,0.0,301528,2767714,,-0.5670558139544492,-0.7206568745657885,-0.4384519028208025
124,PU-125,新北市,汐止區,民族五街,221,-0.2008379651063817,5,11,17,2,4,0,23.58333333333333,-0.7900587087542913,-0.8193256863726953,0.0,313479,2773878,,-0.9028477932804956,-0.538079161451674,-0.2142617081598735
125,PU-126,台北市,中山區,民權西路,104,-0.5716037260484333,5,6,15,10,4,0,3.9166666666666665,1.2851733704935957,-0.8193256863726953,0.0,302474,2772900,,0.9930897344728008,-0.2207010807112505,0.9002838310116018
126,PU-127,新北市,新莊區,中正路,242,-1.0143980722982786,5,14,15,10,4,0,11.416666666666666,-0.5769050261958846,-0.8193256863726953,0.0,291884,2768115,,-0.7713033363414796,-1.0585109605152716,0.0163339206342247
127,PU-128,新北市,中和區,水源路,235,0.1064311250371413,5,3,5,2,4,1,42.91666666666666,-0.6004610935406142,-0.8193256863726953,0.0,301147,2766291,,-0.27794089999386,1.183611609876752,-0.4384519028208025
128,PU-129,新竹市,新竹市,莊敬街,300,0.0202227381505697,5,7,9,4,4,2,9.916666666666666,-0.6303370813924664,0.1786171595944777,1.0,242488,2743031,,-0.8414603800422881,-0.6063325121485392,0.027009644189507
129,PU-130,新竹市,新竹市,北大路,300,-0.814318668665519,5,3,8,2,4,2,25.25,-0.8929010515520136,-0.8193256863726953,0.0,246700,2744897,,-1.0261884023674004,0.0267173155648859,-0.4384519028208025
130,PU-131,新竹縣,竹北市,六家五路二段,302,0.6411778794910631,5,22,25,2,4,0,9.25,1.2415084651716572,2.43094017727271,2.0,253978,2743715,,1.0247735606602628,0.1205656727730758,0.2149023787624762
131,PU-132,台中市,北屯區,雷中街,406,0.1692548560997279,5,2,5,2,4,1,28.33333333333333,-0.9905725502984534,-0.8193256863726953,0.0,216438,2675431,,-0.601851444499608,-0.8588699097269408,-0.4384519028208025
132,PU-133,新北市,蘆洲區,長榮路,247,0.0103930112934168,5,2,10,2,4,2,17.833333333333332,-0.1712810372841989,2.5066355324621714,2.0,296462,2776106,,-0.1178244212250793,-0.3981597925231002,-0.4384519028208025
133,PU-134,桃園市,桃園區,經國路,330,0.5749654161867687,5,5,14,2,4,0,17.833333333333332,2.579607997997884,2.077180251999517,2.0,281085,2767152,,2.3979279563204385,4.405169762768792,-0.4384519028208025
134,PU-135,新竹縣,竹北市,六家五路二段,302,-0.0596167548065503,5,7,15,2,4,0,12.583333333333334,-0.0247737891645392,0.680678188912328,1.0,253721,2743852,,-0.1687448561692144,-0.9936702773532496,0.9045541204337146
135,PU-136,新北市,汐止區,樟樹一路,221,-0.6837443263307704,5,8,12,2,4,0,25.666666666666668,-0.8883047457286517,0.2295956641098285,1.0,314822,2773595,,-0.6796465534420366,-0.4083977951276299,-0.2740457600694547
136,PU-137,台中市,大里區,祥興路,412,-0.7786528626605922,5,4,12,10,4,0,3.25,-1.009532311819821,-0.0469241028067719,1.0,217583,2668141,,-1.349250272957413,-0.8298622356807731,0.0013879076568296
137,PU-138,台中市,南屯區,龍富路四段,408,2.2085506587480053,5,10,26,10,4,0,0.5833333333333334,1.5810605578725154,1.5442231593390303,2.0,212058,2670842,,1.1271802131590232,0.1871126897025195,0.8319592002577951
138,PU-139,高雄市,鼓山區,美術南五街,804,-0.8952396719125463,5,2,14,2,4,0,16.833333333333332,-0.6556167634209564,-0.8193256863726953,0.0,176374,2505994,,-0.861545662714697,-0.8315685694481947,0.0996045643654269
139,PU-140,台北市,大同區,寧夏路,103,-0.0826409072005667,5,3,3,4,1,1,55.25,-1.073306055118967,-0.8193256863726953,0.0,301957,2772561,,-0.5792201400799923,-1.6420771089734696,-0.4384519028208025
140,PU-141,台北市,中山區,建國北路二段,104,-1.2732395350159744,5,13,15,2,4,0,33.25,-1.299099578691619,-0.8193256863726953,0.0,304220,2772039,,-1.4932419473272172,-0.8213305668436649,-0.4064247321549554
141,PU-142,嘉義市,嘉義市,興業西路,600,-0.4535268359526078,5,7,12,2,4,0,27.33333333333333,-0.1368087436089847,-0.3558847362331412,1.0,192575,2596281,,0.0295619488076669,0.0181856467277779,-0.4384519028208025
142,PU-143,新北市,土城區,清水路,236,-0.5176003122390869,5,2,15,2,4,0,7.5,0.1165626149038381,0.5231082658648794,1.0,296182,2763814,,-0.175251356189854,-0.6114515134508042,1.1244740256725303
143,PU-144,桃園市,八德區,長興二路,334,1.3424051179046392,5,10,11,2,4,0,6.5,0.8628877729722227,0.569452360878835,1.0,278242,2758425,,0.868617560164915,0.2860800482129741,-0.4384519028208025
144,PU-145,新北市,林口區,文化二路一段,244,-0.7650258330077665,5,19,19,2,4,0,15.0,-0.4574010747884757,1.1317607137148271,1.0,287790,2774355,,-0.6836070317154694,-0.3708584522443541,-0.4384519028208025
145,PU-146,新竹縣,竹北市,文義街,302,-1.0454975015235988,5,5,7,5,4,2,16.333333333333332,-1.3197829548967477,-0.8193256863726953,0.0,251717,2747081,,-1.7475612307426471,-1.6420771089734696,-0.0327744077200739
146,PU-147,新北市,板橋區,莒光路,220,0.3656811583088022,5,4,4,2,4,1,42.5,-0.8733667518027256,-0.8193256863726953,0.0,297965,2768642,,-0.6270287706664304,0.6119897977905059,-0.4384519028208025
147,PU-148,桃園市,中壢區,環北路,320,-0.0376981462644392,5,6,14,2,4,0,31.666666666666668,0.8772512286702286,-0.8193256863726953,0.0,272030,2762073,,1.0103461040927575,0.7860358420675122,-0.321018943712697
148,PU-149,高雄市,前鎮區,鄭和南路,806,-0.9939935781620368,5,7,15,2,4,0,15.833333333333334,-0.5297928915064254,-0.3188094602219768,1.0,179619,2500754,,-0.639475988097219,-1.1881923268393155,-0.2889917730468499
149,PU-150,新北市,汐止區,新台五路二段,221,-1.42253602214711,5,21,36,2,5,0,25.166666666666668,-0.6952599011474527,-0.8193256863726953,0.0,317391,2773342,,-0.8573022931360189,-0.0108220273183897,-0.0007472370542271
150,PU-151,桃園市,桃園區,大興路,330,-0.54634445238861,5,12,12,2,4,0,28.416666666666668,-0.3511115026232324,0.2141476324385102,1.0,281474,2767586,,-0.1715737692216666,-0.2684784261990561,-0.4384519028208025
151,PU-152,高雄市,三民區,覺民路,807,-0.4321369657744511,5,7,15,10,0,0,0.4166666666666667,-0.1942625664010081,0.0843841663994349,1.0,181609,2504618,,-0.7263236188074937,0.7519091667190794,-0.4384519028208025
152,PU-153,新北市,新店區,環河路,231,-0.9793331053433,5,25,36,2,5,0,22.58333333333333,0.2188304194736401,0.4257856663355733,1.0,304280,2761729,,0.2258885146478322,0.0949706662617512,-0.4384519028208025
153,PU-154,新北市,樹林區,中華路,238,-0.649688768979705,5,6,16,2,4,0,27.0,-0.0908456853753662,-0.8193256863726953,0.0,292065,2763625,,-0.0663382036704541,0.2434217040274333,0.1529831821418385
154,PU-155,新北市,板橋區,華江一路,220,-1.0391045740321496,5,4,19,10,4,0,3.25,-0.2132223279223762,1.4206389059684823,2.0,297779,2769750,,-0.6075092706045119,-0.524428491312301,1.092446855006684
155,PU-156,新北市,汐止區,民族五街,221,-0.2420314903708322,5,3,5,2,4,1,39.91666666666666,-0.8923265133240933,-0.8193256863726953,0.0,313400,2773702,,-0.6391930967919738,0.5010781029080997,-0.4384519028208025
156,PU-157,高雄市,三民區,水源路,807,-0.31865048602023,5,5,22,2,4,0,9.916666666666666,0.7922195709380339,-0.8193256863726953,0.0,181973,2504262,,0.5005759720409166,0.2724293780736011,0.4775251782224213
157,PU-158,桃園市,中壢區,莊敬路,320,-0.3264613936695568,5,8,12,10,4,0,7.833333333333333,-0.4326959309879057,0.345455901644717,1.0,275714,2761676,,-0.7333959014386237,-0.1933997404325043,0.3771733768027676
158,PU-159,台北市,士林區,天玉街,111,5.71882062347953,5,7,19,2,5,0,19.25,4.684141526869703,4.117865235780687,2.0,303557,2779342,,4.191458831574975,3.1987917892016995,-0.4384519028208025
159,PU-160,桃園市,蘆竹區,大正街,338,-0.2982219583219904,5,10,15,2,4,0,10.666666666666666,0.3302908356901654,0.8845922069737315,1.0,279199,2770477,,0.3116045801371263,-0.7889102252626539,-0.2911269177579062
160,PU-161,桃園市,桃園區,南豐街,330,0.3802214633175491,5,5,5,2,4,1,34.75,-0.5154294358084195,-0.8193256863726953,0.0,280738,2764036,,0.0957585142350427,-0.2360580846180451,-0.4384519028208025
161,PU-162,新北市,中和區,新生街,235,0.1305127541590661,5,4,14,2,4,0,32.0,1.252999229730062,-0.8193256863726953,0.0,298759,2766261,,2.2618572384975,0.9105982070892914,-0.4384519028208025
162,PU-163,台中市,南區,崇倫街,402,0.0406993329728053,5,3,5,2,4,1,40.5,-0.3792638757913239,-0.8193256863726953,0.0,215141,2669431,,-0.066621094975699,0.6085771302556623,-0.4384519028208025
163,PU-164,台北市,內湖區,民權東路六段,114,2.263202978731296,5,4,7,2,5,2,19.08333333333333,1.1892254864309162,0.8119864581185349,1.0,310824,2773780,,0.9215182342457664,0.7109571563009601,-0.4384519028208025
164,PU-165,台北市,大安區,金山南路二段,106,1.3717500971041106,5,5,7,2,4,2,15.25,0.3682103587329012,0.3763519649873541,1.0,303158,2769006,,-0.0782196384907523,-0.0859007130849417,0.1572534715639517
165,PU-166,高雄市,楠梓區,土庫二路,811,-0.4108672634062837,5,17,20,2,4,0,8.25,0.4503693253254948,0.1214594424105993,1.0,180774,2515599,,-0.0188124643892611,-0.2480024209899966,1.0070410665644252
166,PU-167,高雄市,鼓山區,美術東四路,804,-0.088937700444024,5,13,15,2,4,0,15.75,-0.0753331532215196,0.3130150351349484,1.0,177053,2507331,,-0.1299887473506229,-0.8981155863776382,-0.4384519028208025
167,PU-168,台北市,大安區,仁愛路四段,106,-1.0202382278637752,5,10,12,2,4,0,43.25,-0.9710382505491656,-0.8193256863726953,0.0,305711,2770030,,-1.0827666634164397,0.5164351068148944,-0.4384519028208025
168,PU-169,台中市,北屯區,四平路,406,-0.7033797464830784,5,17,24,10,4,0,0.25,-0.0029413365035702,0.6652301572410093,1.0,217810,2676874,,-0.2748290956361625,-0.0961387156894713,-0.4384519028208025
169,PU-170,台南市,永康區,大武街,710,-0.8400105464413052,5,4,16,2,4,0,28.166666666666668,-0.1212962114551386,-0.8193256863726953,0.0,170387,2546822,,-0.1353636821502816,0.1069150026337027,-0.0904233149185983
170,PU-171,新北市,板橋區,三民路二段,220,-0.952535683715609,5,4,12,5,4,0,28.666666666666668,-0.3689221876887595,-0.1612395371745286,1.0,298319,2767862,,-0.5028394876637896,0.7655598368584524,0.5010117700440431
171,PU-172,新北市,三峽區,民生街,237,-0.5295930596760534,5,4,12,2,4,0,18.666666666666668,-0.1827718018426039,0.728567087093415,1.0,287923,2758830,,-0.1022653994365937,-0.3674457847095109,-0.4384519028208025
172,PU-173,新竹市,新竹市,慈雲路,300,-0.641877861330378,5,24,28,10,4,0,8.0,0.4756490073539847,0.5709971640459668,1.0,251209,2742816,,0.2159873189642505,-0.1899870728976612,0.2170375234735327
173,PU-174,桃園市,中壢區,榮安十二街,320,0.6533148283000171,5,10,10,10,4,2,6.166666666666667,0.3096074594850373,1.1950976435672327,1.0,275856,2761586,,-0.1155612907831178,0.3713967365840557,0.5650661113757365
174,PU-175,高雄市,楠梓區,鳳楠路,811,-0.9284059874696884,5,12,15,2,4,0,8.416666666666666,-0.6952599011474527,-0.5088202497791942,1.0,181337,2513826,,-0.9249133150896204,-1.0738679644220663,0.2490646941393795
175,PU-176,台中市,西屯區,台灣大道三段,407,-0.6683388130900977,5,8,22,2,4,0,15.166666666666666,1.4425968449437392,0.903129844979314,1.0,214253,2673237,,1.0151552562819262,3.381369502315814,-0.3060729307353021
176,PU-177,新北市,板橋區,藝文街,220,-0.6523324607994772,5,12,19,10,4,0,1.8333333333333333,-0.6895145188682503,0.8938610259765228,1.0,295551,2768262,,-1.0397671850191696,-0.3435571119656079,-0.1117747620291631
177,PU-178,台北市,士林區,延平北路五段,111,-0.7542347636706964,5,3,5,2,4,1,39.583333333333336,-0.9216279629480252,-0.8193256863726953,0.0,301509,2774859,,-0.5401811399561556,-0.6404591874969718,-0.4384519028208025
178,PU-179,桃園市,桃園區,經國路,330,0.7696613019319918,5,12,13,2,4,0,8.833333333333334,0.6480104757300552,2.3428863967461946,2.0,280332,2768571,,0.5254704069024937,-0.1643920663863366,0.1230911561870479
179,PU-180,台南市,北區,育賢街,704,2.7324342431788637,5,3,21,10,4,0,4.0,2.7347333195363475,2.705915141022179,2.0,168852,2545968,,2.51561073930244,2.748319674602389,-0.4384519028208025
180,PU-181,桃園市,平鎮區,平東路,324,0.1924472434277296,5,7,7,2,4,2,31.0,-0.0759076914494402,1.023624492015598,1.0,275268,2756658,,-0.0479502688295162,0.8713525304385937,-0.4384519028208025
181,PU-182,台北市,北投區,西安街二段,112,0.1412317228101426,5,8,15,4,4,0,0.25,0.823244635245727,0.808896851784271,1.0,301452,2779182,,0.3582816455025836,-0.1797490702931313,1.1052577232730227
182,PU-183,新北市,板橋區,漢生東路,220,-0.1504876527207203,5,2,5,2,4,1,43.5,-0.5952902494893321,-0.8193256863726953,0.0,297247,2767534,,-0.1992971171356957,0.7638535030910308,-0.4384519028208025
183,PU-184,台北市,文山區,萬寧街,116,1.1054101630430608,5,8,10,2,4,2,28.666666666666668,0.2171068047898795,0.7332014965948107,1.0,307548,2766308,,0.3172624062420303,0.3475080638401528,0.4519034416897439
184,PU-185,新北市,泰山區,仁愛路,243,-0.8523878308702386,5,13,13,2,4,0,17.0,-0.2517163891930316,-0.0639169376452222,2.0,293756,2772020,,-0.3308415740747112,-0.73260121093774,-0.0178283947426787
185,PU-186,台北市,中山區,建國北路二段,104,-1.1316097541621786,5,7,14,5,4,0,16.333333333333332,-1.1307598779109904,1.606015286024304,1.0,304203,2771827,,-1.35943435994624,-0.8162115655414,-0.3060729307353015
186,PU-187,新北市,新莊區,福美街,242,0.5071667377906104,5,5,14,10,4,0,10.083333333333334,0.6204326407898841,0.7687319694388431,1.0,296616,2772112,,0.3896825803848002,0.1325100091450272,0.4284168498681229
187,PU-188,桃園市,中壢區,松義路,320,-0.1501271492907514,5,8,15,10,4,0,8.25,0.0378508776787664,0.124549048744863,1.0,266794,2761486,,-0.1922248345045659,-0.0227663636903412,-0.0498555654085255
188,PU-189,高雄市,苓雅區,光華一路,802,-0.4232205142732194,5,5,12,4,4,0,35.833333333333336,0.7037406838383179,-0.8193256863726953,0.0,179609,2503090,,0.6437189724949853,3.864261958496136,-0.4384519028208025
189,PU-190,新北市,三重區,頂崁街,241,1.225265536726733,5,2,5,2,4,1,28.25,0.3802756615192262,-0.8193256863726953,0.0,297998,2773307,,0.6222192332963504,0.4481817561180291,-0.4384519028208025
190,PU-191,台北市,內湖區,康寧路三段,114,1.6288611433579558,5,7,11,2,4,0,22.08333333333333,-0.5613924940420382,0.6266100780627131,1.0,311519,2774167,,-0.4898264876225108,-0.6063325121485392,-0.4384519028208025
191,PU-192,台中市,西屯區,台灣大道四段,407,-0.5549004004598728,5,10,20,2,4,0,27.58333333333333,1.1622221897186653,-0.1612395371745286,1.0,210517,2675667,花台3.09㎡,1.7379425411833995,0.3526270651424176,0.2213078128956455
192,PU-193,桃園市,桃園區,大業路一段,330,-0.3523695735033246,5,2,10,2,4,2,16.0,-0.7216886596317837,-0.8193256863726953,0.0,281508,2767050,,-0.8451379670104755,-0.435699135406376,-0.2014508398935348
193,PU-194,台南市,東區,東興路,701,-0.3087005913530875,5,3,7,2,4,2,37.75,-0.3936273314893298,-0.8193256863726953,0.0,170962,2543631,,-0.2604016390686578,-0.1831617378279745,-0.4384519028208025
194,PU-195,新竹市,新竹市,竹光路,300,0.9583728307397312,5,8,12,10,4,0,0.1666666666666666,0.8152011000548438,3.397986959897247,2.0,245145,2744203,,0.5178323416608736,0.5932201263488677,-0.4384519028208025
195,PU-196,台北市,大安區,杭州南路二段,106,0.0203429059605595,5,4,4,2,1,1,50.5,-1.1755738596887686,-0.8193256863726953,0.0,302719,2769023,,-0.7452773362589219,-1.6420771089734696,-0.4384519028208025
196,PU-197,台北市,中正區,林森南路,100,-1.2626888012988835,5,8,12,5,4,0,21.0,-1.264627285016405,-0.8193256863726953,0.0,302288,2769521,,-1.8188498396644368,-0.9134725902844332,-0.4384519028208025
197,PU-198,高雄市,三民區,明誠二路,807,-1.1093787093140943,5,22,27,2,4,0,23.5,-0.0104103334665335,0.6683197635752731,1.0,179333,2506804,,-0.0734104863015839,0.3116750547242984,-0.4384519028208025
198,PU-199,新北市,新莊區,中平路,242,-0.7659871754876836,5,4,7,2,4,2,25.75,-0.7642044884978809,-0.8193256863726953,0.0,295006,2771196,,-1.1483974462333246,0.1973506923070491,-0.4384519028208025
199,PU-200,台中市,南區,正氣街,402,-0.8301808195841521,5,11,15,10,4,0,6.916666666666667,-0.5148548975804992,-0.3558847362331412,1.0,217808,2669337,,-0.8612627714094516,-0.3145494379194402,-0.1886399716271961
200,PU-201,新北市,中和區,捷運路,235,-1.1028656140126554,5,5,19,10,5,0,10.25,-1.4180289918711078,-0.8193256863726953,0.0,301282,2764884,,-1.7651004916678494,-0.7428392135422699,-0.4384519028208025
201,PU-202,基隆市,安樂區,安和一街,204,1.4852846439823275,5,5,5,2,4,1,40.41666666666666,-0.4706154540306412,-0.8193256863726953,0.0,323087,2780039,,-0.108206116846743,1.4361490074551535,-0.4384519028208025
202,PU-203,台北市,中山區,北安路,104,0.6362269657194897,5,8,8,2,4,2,27.33333333333333,-0.1414050494323469,-0.8193256863726953,0.0,305523,2774837,,-0.7506522710585806,-0.4885954821964467,8.674345723968194
203,PU-204,新北市,林口區,民有街,244,-0.98954736919242,5,2,15,4,4,0,0.1666666666666666,-0.7142196626688205,0.3902551934915407,1.0,287531,2774364,,-0.8986044237018174,-1.0073209474926226,-0.4384519028208025
204,PU-205,高雄市,左營區,文強路,813,-0.6513951518815578,5,5,13,2,4,0,18.666666666666668,-0.3373225851531468,-0.8193256863726953,0.0,178850,2508669,,-0.318677247949168,-0.2991924340126455,-0.1907751163382525
205,PU-206,高雄市,苓雅區,三多二路,802,-0.8423898690791002,5,13,22,10,4,0,0.1666666666666666,-0.2114987132386155,0.1446314899175771,1.0,180826,2502490,B1棟13樓,-0.8737099888402403,1.347419651549229,-0.0199635394537349
206,PU-207,台中市,南屯區,嶺東南路,408,-0.3947407433056732,5,3,15,10,4,0,4.5,0.2222776488411616,0.7733663789402389,1.0,210405,2670138,,-0.1189559864460603,0.1461606792844003,-0.0391798418532434
207,PU-208,新北市,板橋區,永豐街,220,-0.1504876527207203,5,4,5,2,4,1,41.083333333333336,-0.9204788864921846,-0.8193256863726953,0.0,297755,2767897,,-0.4315508787420006,-1.0277969527016824,-0.4384519028208025
208,PU-209,台北市,松山區,南京東路五段,105,0.8818740029003226,5,3,6,2,4,2,35.666666666666664,0.2354920280833268,-0.8193256863726953,0.0,307182,2771736,,1.1407589958107929,0.8338131875553177,-0.4384519028208025
209,PU-210,新北市,三重區,環河南路,241,-0.8134053933095978,5,5,13,2,4,0,21.83333333333333,-0.3758166464238026,-0.8193256863726953,0.0,300319,2772175,,-0.4208010091426833,0.1069150026337027,-0.0327744077200738
210,PU-211,台中市,西屯區,西屯路三段,407,-1.0413637288599549,5,11,15,2,4,0,30.416666666666668,-0.6498713811417544,-0.4732897769351615,1.0,211001,2675904,,-0.759987684131672,0.5027844366755213,-0.1608830903834621
211,PU-212,桃園市,中壢區,領航南路四段,320,0.3074478375878202,5,13,14,10,4,0,2.75,0.1090936179408757,0.5462803133718572,1.0,272272,2767481,,-0.0770880732697713,-0.2497087547574182,-0.4384519028208025
212,PU-213,台中市,北屯區,北屯路,406,-0.101771622550918,5,20,25,10,4,0,6.416666666666667,0.344079753160251,0.6775885825780641,1.0,219328,2674401,,0.1396066665480478,-0.0210600299229196,-0.4384519028208025
